name,location,given_by,dialogue,requirements,objectives,rewards,previous,leads_to
Scout,Factory,Mechanic,,Must be level 12 to start this quest.,Locate the first Factory extraction | Locate the second Factory extraction | Locate the third Factory extraction | Locate the fourth Factory extraction | Survive and extract from the location,"+6,800 EXP | Mechanic Rep +0.02 | 30,000 Roubles 31,500 Roubles with Intelligence Center Level 1 34,500 Roubles with Intelligence Center Level 2 | 1× Factory emergency exit key",Signal - Part 2,Back Door | The Huntsman Path - Factory Chief | Black Swan | Exit Here
Insider,,Mechanic,,Must be level 12 to start this quest.,Reach level 3 loyalty with Prapor,"+6,700 EXP | Mechanic Rep +0.02 | 800 Euros 840 Euros with Intelligence Center Level 1 920 Euros with Intelligence Center Level 2 | 2× SilencerCo Osprey 9 9x19 sound suppressor",Signal - Part 1 | Gunsmith - Part 3,
Import,,Mechanic,,Must be level 35 to start this quest.,Find 1 UHF RFID Fixed Reader in raid | Find 1 VPX Flash Storage Module in raid | Hand over 1 UHF RFID Fixed Reader to Mechanic | Hand over 1 VPX Flash Storage Module to Mechanic,"+29,000 EXP | Mechanic Rep +0.03 | Jaeger Rep -0.01 | 85,000 Roubles 89,250 Roubles with Intelligence Center Level 1 97,750 Roubles with Intelligence Center Level 2 | 2× Physical Bitcoin | 1× Iridium military thermal vision module | 1× Trijicon REAP-IR thermal scope | Unlocks purchase of 4.6x30mm FMJ SX at Mechanic LL4",Farming - Part 4,
Fertilizers,,Mechanic,,Must be level 30 to start this quest.,Find 5 Bundle of wires in raid | Find 5 Capacitors in raid | Handover 5 Bundle of wires to Mechanic | Handover 5 Capacitors to Mechanic,"+17,200 EXP | Mechanic Rep +0.01 | 40,000 Roubles 42,000 Roubles with Intelligence Center Level 1 46,000 Roubles with Intelligence Center Level 2 | 2× Physical Bitcoin | Unlocks purchase of HK USP .45 ACP pistol (variant Match) at Mechanic LL3",Farming - Part 4,
Psycho Sniper,,Mechanic,,Must be level 35 to start this quest.,Reach the required Bolt-action Rifles skill level of 10 | Eliminate 5 PMC operatives without dying while using a bolt-action rifle,"+26,700 EXP | +3 Bolt-action Rifles skill levels | +2 Intellect skill levels | +2 Perception skill levels | +1 Stress Resistance skill level | Mechanic Rep +0.03 | 150,000 Roubles 157,500 Roubles with Intelligence Center Level 1 172,500 Roubles with Intelligence Center Level 2 | Unlocks barter for Kalashnikov AK-104 7.62x39 assault rifle (variant T-SAW) at Mechanic LL3",Wet Job - Part 6,
A Shooter Born in Heaven,"Woods , Reserve , Shoreline , Customs , Lighthouse , Streets of Tarkov , Interchange , Ground Zero",Mechanic,,,Eliminate 5 PMC operatives with a headshot while using a bolt-action rifle on Woods | Eliminate 5 PMC operatives with a headshot while using a bolt-action rifle on Reserve | Eliminate 5 PMC operatives with a headshot while using a bolt-action rifle on Shoreline | Eliminate 5 PMC operatives with a headshot while using a bolt-action rifle on Customs | Eliminate 5 PMC operatives with a headshot while using a bolt-action rifle on Lighthouse | Eliminate 5 PMC operatives with a headshot while using a bolt-action rifle on Streets of Tarkov | Eliminate 5 PMC operatives with a headshot while using a bolt-action rifle on Interchange | Eliminate 5 PMC operatives with a headshot while using a bolt-action rifle on Ground Zero,"+55,000 EXP | +5 Bolt-action Rifles skill level | Mechanic Rep +0.03 | 150,000 Roubles 157,500 Roubles with Intelligence Center Level 1 172,500 Roubles with Intelligence Center Level 2 | 1× HK G28 7.62x51 marksman rifle | 2× HK417/G28 7.62x51 20-round magazine | 2× 7.62x51mm M993 ammo pack (20 pcs) | 3× GP coin | Unlocks purchase of Magazine case at Mechanic LL3 | Unlocks purchase of HK G28 7.62x51 marksman rifle at Jaeger LL4",Farming - Part 3,Setting Priorities
Introduction,Woods,Mechanic,,Must be level 2 to start this quest.,Find Jaeger 's camp at the specified spot on Woods | Obtain Jaeger 's encrypted message | Hand over the message to Mechanic,"+4,500 EXP | Mechanic Rep +0.03 | 30,000 Roubles 31,500 Roubles with Intelligence Center Level 1 34,500 Roubles with Intelligence Center Level 2 | Unlocks Jaeger as trader",Gunsmith - Part 1,Acquaintance
Chemistry Closet,Shoreline,Mechanic,,Must be level 22 to start this quest.,Locate Sanitar's office in the health resort | Survive and extract from the location,"+13,400 EXP | Mechanic Rep +0.05 | 1,000 Euros 1,050 Euros with Intelligence Center Level 1 1,150 Euros with Intelligence Center Level 2 | 2× SilencerCo Hybrid 46 multi-caliber sound suppressor | 1× Graphics card | Unlocks barter for T H I C C Weapon case at Mechanic LL4",Colleagues - Part 1 | Anesthesia,The Huntsman Path - Sadist | Colleagues - Part 3 | Calibration
Surplus Goods,Reserve,Mechanic,,,Obtain the MBT Integrated Navigation System on Reserve | Hand over the navigation system to Mechanic,"+7,500 EXP | Mechanic Rep +0.02 | 40,000 Roubles 42,000 Roubles with Intelligence Center Level 1 46,000 Roubles with Intelligence Center Level 2 | 2× Ultraviolet lamp | 2× Energy-saving lamp",Back Door,
Back Door,Reserve,Mechanic,,Must be level 14 to start this quest.,Find the unpowered secret exit on Reserve | Survive and extract from the location through the secret exit,"+8,200 EXP | Mechanic Rep +0.02 | 1,000 Euros 1,050 Euros with Intelligence Center Level 1 1,150 Euros with Intelligence Center Level 2 | 1× SV-98 7.62x54R bolt-action sniper rifle",Scout,Surplus Goods
Calibration,,Mechanic,,Must be level 47 to start this quest.,Eliminate 20 PMC operatives from over 100 meters away,"+93,000 EXP | +1 Perception skill level | 1× Armband (Kiba Arms) | 5× Can of thermite | Unlocks purchase of 5.45x39mm 7N40 at Prapor LL4 | Unlocks barter for Altyn bulletproof helmet (Olive Drab) at Ragman LL4",Chemistry Closet,The Courier
The Courier,Customs,Mechanic,,Must be level 52 to start this quest.,"Stash a Trijicon REAP-IR scope under the base of the yellow crane at the construction site on Customs | Stash a Trijicon REAP-IR scope behind the trash containers at the ""new"" gas station on Customs","+115,000 EXP | +1 Crafting skill level | +1 Intellect skill level | 1× SWORD International Mk-18 .338 LM marksman rifle",Calibration,
Corporate Secrets,Lighthouse,Mechanic,,Must be level 17 to start this quest.,Find the data on water pump operation | Hand over the extracted data | Find the data on pumping station operation | Hand over the extracted data,"+8,000 EXP | Mechanic Rep +0.02 | 40,000 Roubles 42,000 Roubles with Intelligence center Level 1 46,000 Roubles with Intelligence center Level 2 | Unlocks purchase of Kalashnikov AK-104 7.62x39 assault rifle (variant RPKT mod.1) at Ref LL2 | Unlocks purchase of DevTac Ronin ballistic helmet at Mechanic LL2",Farming - Part 3,Surveillance
Energy Crisis,Lighthouse,Mechanic,,Must be level 25 to start this quest.,Find and mark the group of fuel tanks with an MS2000 Marker on Lighthouse | Find and mark the first tanker truck with an MS2000 Marker on Lighthouse | Find and mark the second tanker truck with an MS2000 Marker on Lighthouse | Find and mark the third tanker truck with an MS2000 Marker on Lighthouse,"+13,000 EXP | Mechanic Rep +0.02 | 75,000 Roubles 78,750 Roubles with Intelligence center Level 1 86,250 Roubles with Intelligence center Level 2 | Unlocks purchase of FN SCAR-L 5.56x45 assault rifle (variant Contract Wars) at Ref LL3 | Unlocks purchase of Tromix Monster Claw 12ga muzzle brake at Mechanic LL3 | Unlocks purchase of Granit 4 ballistic plate (Front) at Prapor LL4",Farming - Part 4,
Broadcast - Part 1,Lighthouse,Mechanic,,,Locate the hidden recording studio on Lighthouse | Place a Signal Jammer inside the studio,"6,700 EXP | Mechanic Rep +0.03 | 650 Euros 683 Euros with Intelligence Center Level 1 748 Euros with Intelligence Center Level 2 | 1× Can of thermite | 1× Pack of nails",Farming - Part 2,Broadcast - Part 2
Broadcast - Part 2,Streets of Tarkov,Mechanic,,Must be level 15 to start this quest.,Locate the place of bloody broadcast inside the grocery store on Streets of Tarkov | Survive and extract from the location,"7,400 EXP | Mechanic Rep +0.02 | 44,000 Roubles 46,200 Roubles with Intelligence Center Level 1 50,600 Roubles with Intelligence Center Level 2 | 1× Steyr AUG A1 5.56x45 assault rifle | 3× Steyr AUG 5.56x45 10-round magazine | 1× 5.56x45mm M855A1 ammo pack (100 pcs)",Broadcast - Part 1,Broadcast - Part 3 | Surveillance | Watching You
Surveillance,Streets of Tarkov,Mechanic,,Must be level 25 to start this quest.,Obtain the data on vehicle movement at the Concordia residential complex parking lot on Streets of Tarkov | Hand over the information,"+22,800 EXP | Mechanic Rep +0.02 | 126,000 Roubles 132,300 Roubles with Intelligence Center Level 1 144,900 Roubles with Intelligence Center Level 2 | 1× Military power filter",Broadcast - Part 2 | Corporate Secrets,Developer's Secrets - Part 1
Watching You,Streets of Tarkov,Mechanic,,Must be level 20 to start this quest.,Locate the surveillance spot on Streets of Tarkov | Obtain the observation results | Hand over the data,"+18,500 EXP | Mechanic Rep +0.02 | 94,000 Roubles 98,700 Roubles with Intelligence Center Level 1 108,100 Roubles with Intelligence Center Level 2 | 2× Military cable",Broadcast - Part 2,
Network Provider - Part 1,,Mechanic,,Scav karma of at least +1 | The below requirements can be fully bypassed by progressing through either the Batya or The Ticket story chapter. | Must complete: A Fuel Matter Broadcast - Part 2 Cargo X - Part 4 Chemical - Part 4 or Out of Curiosity or Big Customer Courtesy Visit Database - Part 2 Gunsmith - Part 10 House Arrest - Part 1 Lost Contact Seaside Vacation The Cult - Part 2 The Huntsman Path - Forest Cleaning The Punisher - Part 4,Hand over the 4 found in raid Electronic components | Hand over the 4 found in raid Military COFDM Wireless Signal Transmitters | Hand over the 4 found in raid Gas analyzers | Hand over the 4 found in raid Broken GPhone smartphones,"+18,600 EXP | Mechanic Rep +0.01",See requirements,Network Provider - Part 2
Network Provider - Part 2,Lighthouse,Mechanic,,Unlocks 1-9 hours after completion of Network Provider - Part 1,Set up the radio repeater inside the MI-8 helicopter at the water treatment plant on Lighthouse | Set up the radio repeater inside the abandoned USEC cottage on Lighthouse | Set up the radio repeater at a high elevation overlooking the lighthouse on Lighthouse | Set up the radio repeater on the roof of the sunken building at the shore on Lighthouse,"+19,100 EXP | Mechanic Rep +0.01",Network Provider - Part 1,Assessment - Part 1
Assessment - Part 1,Lighthouse,Mechanic,,,Eliminate 15 PMC operatives near the Lighthouse peninsula,"+23,500 EXP | Mechanic Rep +0.01",Network Provider - Part 2,Assessment - Part 2
Assessment - Part 2,Woods,Mechanic,,,Locate and mark the first bunker with an MS2000 marker on Woods | Locate and mark the second bunker with an MS2000 marker on Woods | Locate and mark the third bunker with an MS2000 marker on Woods | Locate and mark the fourth bunker with an MS2000 marker on Woods,"+24,200 EXP | Mechanic Rep +0.01",Assessment - Part 1,Assessment - Part 3
Assessment - Part 3,The Lab,Mechanic,,,Eliminate 7 Raiders in The Lab | Find 15 SJ1 TGLabs combat stimulant injector in raid | Find 5 SJ6 TGLabs combat stimulant injector in raid | Find 1 SJ9 TGLabs combat stimulant injector in raid | Hand over 15 SJ1 TGLabs combat stimulant injector to Mechanic | Hand over 5 SJ6 TGLabs combat stimulant injector to Mechanic | Hand over 1 SJ9 TGLabs combat stimulant injector to Mechanic,"+24,800 EXP | Mechanic Rep +0.01",Assessment - Part 2,Key to the Tower
Key to the Tower,Lighthouse,Mechanic,,Unlocks 24 hours after completion of Assessment - Part 3,Find 2 Pieces of plexiglass in raid | Find 1 Insulating tape in raid | Find 2 Military circuit boards in raid | Find 1 Military COFDM Wireless Signal Transmitter in raid | Find 1 Working LCD in raid | Obtain 1 Radio transmitter body on Lighthouse | Hand over 2 Pieces of plexiglass to Mechanic | Hand over 1 Insulating tape to Mechanic | Hand over 2 Military circuit boards to Mechanic | Hand over 1 Military COFDM Wireless Signal Transmitter to Mechanic | Hand over 1 Working LCD to Mechanic | Hand over 1 Radio transmitter body to Mechanic,"+30,500 EXP | Mechanic Rep +0.01",Assessment - Part 3,Knock-Knock
Knock-Knock,Lighthouse,Mechanic,,,Check if the radio transmitter works near the Lighthouse peninsula | Survive and extract from the location,"+31,300 EXP | Mechanic Rep +0.01 | Lightkeeper Rep +0.01",Key to the Tower,Getting Acquainted
Getting Acquainted,Lighthouse,Mechanic,,,Obtain the V3 Flash drive on Lighthouse | Reflash the Radio transmitter | Hand over the flash drive to Mechanic | Visit the lighthouse building,"+32,000 EXP | Mechanic Rep +0.01",Knock-Knock,Information Source | Top Secret | Goals and Means
The Door,Streets of Tarkov,Mechanic,,,"Locate the cause of the signal jamming on Streets of Tarkov | Install a WI-FI Camera to watch the door | Install a WI-FI Camera to watch the stairwell | Survive and extract from the location | Note: The ""Install"" objectives will appear after the ""Locate"" objective is completed.","+30,200 EXP | Mechanic Rep +0.01 | 500 Euros 525 Euros with Intelligence Center Level 1 575 Euros with Intelligence Center Level 2 | 1× Rusted bloody key | 1× Beretta M9A3 9x19 pistol | 1× Remington Model 870 12ga pump-action shotgun",Signal - Part 3,
Developer's Secrets - Part 1,Streets of Tarkov,Mechanic,,Must be level 23 to start this quest.,Locate the IT firm office on Streets of Tarkov | Unravel the secret of the firm's success | Survive and extract from the location,"+23,000 EXP | Mechanic Rep +0.02 | 130,000 Roubles 136,500 Roubles with Intelligence Center Level 1 149,500 Roubles with Intelligence Center Level 2 | 1× PC CPU | 1× CPU fan | 1× Pliers Elite | 1× Awl",Surveillance,Developer's Secrets - Part 2
Developer's Secrets - Part 2,Streets of Tarkov,Mechanic,,,Unravel the secret of the IT firm's employees' high morale on Streets of Tarkov | Survive and extract from the location,"+25,400 EXP | Mechanic Rep +0.02 | 174,000 Roubles 182,700 Roubles with Intelligence Center Level 1 200,100 Roubles with Intelligence Center Level 2 | 1× Pressure gauge | 3× Silicone tube",Developer's Secrets - Part 1,
Steady Signal,Woods,Mechanic,,,Mark the first weather station with an MS2000 Marker on Woods | Mark the second weather station with an MS2000 Marker on Woods | Mark the third weather station with an MS2000 Marker on Woods | Mark the fourth weather station with an MS2000 Marker on Woods | Mark the fifth weather station with an MS2000 Marker on Woods,"+14,000 EXP | Mechanic Rep +0.02 | 50,000 Roubles 52,500 Roubles with Intelligence Center Level 1 57,500 Roubles with Intelligence Center Level 2 | 1× Military cable | 1× Military circuit board",Signal - Part 4,
Make Amends - Buyout,,Mechanic,,Getting the Digital secure DSP radio transmitter decoded the first time.,"Hand over 1,000,000 RUB to Mechanic",Lightkeeper Rep +0.01,,Make Amends - Equipment
Make Amends - Equipment,,Mechanic,,,Hand over the 4 found in raid SVDS sniper rifles,Lightkeeper Rep +0.01,Make Amends - Buyout,Make Amends
Make Amends - Security,Lighthouse,Mechanic,,Getting the Digital secure DSP radio transmitter decoded the second time.,Place a WI-FI Camera at the yellow bus on the southern bridge approaching the water treatment plant on Lighthouse | Place a WI-FI Camera at the yellow bulldozer in the south-eastern part of the water treatment plant on Lighthouse | Place a WI-FI Camera at the police truck in the western part of the water treatment plant on Lighthouse | Place a WI-FI Camera at the army truck near the industrial zone in the northern part of the water treatment plant on Lighthouse,Lightkeeper Rep +0.01,,Make Amends - Sweep Up
Make Amends - Sweep Up,Reserve,Mechanic,,,Eliminate 25 Raiders on Reserve,Lightkeeper Rep +0.01,Make Amends - Security,Make Amends
Make Amends - Software,,Mechanic,,Getting the Digital secure DSP radio transmitter decoded the third time.,Hand over 15 found in raid Secure Flash drives,Lightkeeper Rep +0.01,,Make Amends - Quarantine
Make Amends - Quarantine,,Mechanic,,,Place a WI-FI Camera inside the quarantine zone in The Lab,Lightkeeper Rep +0.01,Make Amends - Software,Make Amends
Make Amends,Lighthouse,Mechanic,,,Obtain the V3 Flash drive on Lighthouse | Reflash the Radio transmitter | Hand over the flash drive to Mechanic | Visit the lighthouse building,Mechanic Rep +0.01 | Lightkeeper Rep +0.01,Make Amends - Equipment | Make Amends - Sweep Up | Make Amends - Quarantine,
Airmail,Woods,Mechanic,,"This quest is only available to buyers of the ""Edge of Darkness"" edition of the game.",Launch a red signal flare at the old sawmill on Woods,"+14,000 EXP | Mechanic Rep +0.01 | 42,000 Roubles 44,100 Roubles with Intelligence Center Level 1 48,300 Roubles with Intelligence Center Level 2 | 2× NcSTAR Tactical Blue Laser | 2× Zenit Klesch-2IKS IR illuminator with laser",Quality Standard,The Good Times - Part 2
"Camera, Action!",,Mechanic,,"This quest is only available to buyers of the ""Edge of Darkness"" edition of the game.",Hand over the found in raid item: SSD drive | Hand over the found in raid item: USB Adapter | Hand over the found in raid item: Portable Powerbank | Hand over the found in raid item: Rechargeable battery | Hand over the found in raid item: PC CPU | Hand over the found in raid item: Electronic components | Hand over the found in raid item: Bundle of wires | Hand over the found in raid item: Capacitors | Hand over the found in raid item: NIXXOR lens | Hand over the found in raid item: RAM stick | Hand over the found in raid item: Working LCD | Hand over the found in raid item: Light bulb,"+32,000 EXP | Mechanic Rep +0.02 | 205,000 Roubles 215,250 Roubles with Intelligence Center Level 1 235,750 Roubles with Intelligence Center Level 2 | 3× TerraGroup Labs access keycard",Serious Allegations,Proper Comeback
